timestamp,lat_deg,lon_deg,height_m,quality,quality_name,num_sats,sdn_m,sde_m,sdu_m,age_s,ratio
32652.000,37.415439807,-122.085611472,633.3261,2,FLOAT,13,0.0894,0.0894,0.3587,0.4,0.0
32653.000,37.415447527,-122.085601935,632.7547,2,FLOAT,12,0.0749,0.0749,0.1418,1.0,0.0
32654.000,37.415457092,-122.085603334,633.0117,1,FIX,11,0.0098,0.0098,0.0094,4.8,29.9
32655.000,37.415442981,-122.085589891,633.0212,1,FIX,12,0.0094,0.0094,0.0199,0.6,43.8
32656.000,37.415434939,-122.085600376,632.6861,2,FLOAT,13,0.0713,0.0713,0.2897,3.1,0.0
32657.000,37.415461906,-122.085599646,632.7960,1,FIX,10,0.0076,0.0076,0.0182,2.4,24.4
32658.000,37.415439530,-122.085578567,633.0420,1,FIX,11,0.0088,0.0088,0.0169,4.8,21.7
32659.000,37.415460584,-122.085606426,632.8294,2,FLOAT,13,0.1682,0.1682,0.3682,3.8,0.0
32660.000,37.415439924,-122.085578234,632.8912,1,FIX,8,0.0055,0.0055,0.0050,1.0,48.0
32661.000,37.415448512,-122.085594054,632.8136,2,FLOAT,11,0.0876,0.0876,0.2116,4.5,0.0
32662.000,37.415458727,-122.085603356,632.8049,1,FIX,7,0.0076,0.0076,0.0050,0.7,25.4
32663.000,37.415452377,-122.085607191,632.7068,1,FIX,12,0.0076,0.0076,0.0122,0.4,13.8
32664.000,37.415459286,-122.085615143,632.9474,2,FLOAT,8,0.1462,0.1462,0.3031,0.3,0.0
32665.000,37.415449747,-122.085605163,632.9321,1,FIX,8,0.0094,0.0094,0.0142,1.1,23.8
32666.000,37.415466086,-122.085606158,633.0819,2,FLOAT,8,0.0872,0.0872,0.2934,1.2,0.0
32667.000,37.415431273,-122.085619060,631.8264,5,SINGLE,6,1.7718,1.7718,2.9752,1.5,0.0
32668.000,37.415440428,-122.085612982,631.6111,5,SINGLE,6,1.6757,1.6757,3.3813,1.2,0.0
32669.000,37.415452901,-122.085609087,632.2919,5,SINGLE,6,1.9803,1.9803,3.8018,0.7,0.0
32670.000,37.415451987,-122.085602745,633.8259,5,SINGLE,13,1.9317,1.9317,3.3111,0.1,0.0
32671.000,37.415463936,-122.085590478,633.6004,5,SINGLE,12,1.2599,1.2599,2.8857,2.5,0.0
32672.000,37.415448090,-122.085603642,631.6013,5,SINGLE,8,0.9162,0.9162,1.9297,2.6,0.0
32673.000,37.415442080,-122.085611933,632.9754,1,FIX,7,0.0045,0.0045,0.0116,1.2,47.8
32674.000,37.415451398,-122.085603523,632.8636,1,FIX,8,0.0030,0.0030,0.0156,0.8,36.0
32675.000,37.415438316,-122.085598081,632.9591,2,FLOAT,10,0.1599,0.1599,0.1354,4.5,0.0
32676.000,37.415458742,-122.085603325,633.1408,1,FIX,7,0.0060,0.0060,0.0127,4.3,5.6
32677.000,37.415468103,-122.085589122,632.7982,1,FIX,7,0.0038,0.0038,0.0126,4.3,5.1
32678.000,37.415455256,-122.085587515,633.0586,1,FIX,6,0.0064,0.0064,0.0187,2.1,37.8
32679.000,37.415461497,-122.085601681,632.9071,1,FIX,11,0.0030,0.0030,0.0151,1.1,5.5
32680.000,37.415456597,-122.085586555,632.7507,1,FIX,10,0.0046,0.0046,0.0133,1.0,3.4
32681.000,37.415466742,-122.085614095,632.9065,1,FIX,13,0.0100,0.0100,0.0166,2.7,37.4
32682.000,37.415452913,-122.085614540,632.8644,2,FLOAT,6,0.1926,0.1926,0.1004,3.3,0.0
32683.000,37.415470841,-122.085590385,633.9728,5,SINGLE,6,1.9588,1.9588,1.4271,1.4,0.0
32684.000,37.415472837,-122.085619147,632.9937,1,FIX,13,0.0098,0.0098,0.0063,0.7,7.5
32685.000,37.415448229,-122.085594813,632.7673,2,FLOAT,10,0.1776,0.1776,0.3778,2.0,0.0
32686.000,37.415455055,-122.085596631,632.7925,2,FLOAT,7,0.0733,0.0733,0.1493,2.3,0.0
32687.000,37.415447581,-122.085599000,632.9387,1,FIX,10,0.0088,0.0088,0.0064,1.5,41.0
32688.000,37.415473282,-122.085591180,633.0505,2,FLOAT,11,0.1094,0.1094,0.1147,1.5,0.0
32689.000,37.415449672,-122.085610997,633.0251,2,FLOAT,7,0.1193,0.1193,0.3412,0.7,0.0
32690.000,37.415428850,-122.085588177,633.0312,1,FIX,11,0.0075,0.0075,0.0191,2.9,6.9
32691.000,37.415454164,-122.085611411,632.8029,2,FLOAT,7,0.1858,0.1858,0.3488,1.7,0.0
32692.000,37.415455031,-122.085617670,632.7920,1,FIX,12,0.0060,0.0060,0.0107,1.8,23.1
32693.000,37.415454971,-122.085611985,632.7365,2,FLOAT,10,0.1248,0.1248,0.3648,2.4,0.0
32694.000,37.415460533,-122.085612239,632.7338,1,FIX,9,0.0070,0.0070,0.0170,4.9,40.4
32695.000,37.415449333,-122.085592033,632.7087,2,FLOAT,12,0.0906,0.0906,0.1078,3.0,0.0
32696.000,37.415446111,-122.085596907,632.7787,1,FIX,11,0.0081,0.0081,0.0200,0.5,48.8
32697.000,37.415434105,-122.085568612,633.0868,2,FLOAT,9,0.1364,0.1364,0.3948,1.9,0.0
32698.000,37.415463526,-122.085604402,633.3689,5,SINGLE,11,1.8710,1.8710,1.0846,3.5,0.0
32699.000,37.415450529,-122.085581002,632.8059,2,FLOAT,13,0.1313,0.1313,0.1527,0.2,0.0
